review_id,review_text,sentiment
19095,I did not enjoy it; wouldn't recommend.,0
13356,"Waste of time, not worth watching.",0
18632,A frustrating and forgettable movie. The soundtrack was forgettable.,0
2849,"GREAT EXPERIENCE, HIGHLY RECOMMEND TO EVERYONE. IT HAD FUNNY MOMENTS.",1
12792,Amazing film! The story was gripping and I was impressed.,1
7723,A VERY SATISFYING CINEMATIC EXPERIENCE. I LIKED THE CHARACTER ARCS.,1
813,A frustrating and forgettable movie. The cinematography was decent.,0
11194,"I loved this movie, it was fantastic and the acting was superb.",1
5136,I did not enjoy it; wouldn't recommend.,0
8511,"Bad production and the cast seemed uninterested. Great experience, highly recommend to everyone.",0
7435,A masterpiece — compelling and heartwarming.,1
16477,Excellent production and the cast did a marvelous job.,1
937,I REALLY ENJOYED IT; WILL WATCH AGAIN. IT MISSED EMOTIONAL DEPTH.,1
11966,Excellent production and the cast did a marvelous job.,1
1693,I DID NOT ENJOY IT; WOULDN'T RECOMMEND. IT HAD FUNNY MOMENTS.,0
6217,Excellent production and the cast did a marvelous job.,1
9460,"I hated this movie, it was boring and the acting was terrible.",0
12528,Poorly written and badly executed.,0
15485,A very satisfying cinematic experience.,1
5793,Excellent production and the cast did a marvelous job. It missed emotional depth.,1
12267,Fan!astic plot and wonderful performances.,1
2222,"I hated this movie, it was boring and the acting was terrible.",0
15758,One of the worst movies I've seen. Disappointing.,0
4694,Amazing film! The story was gripping and I was impressed.,1
10109,A.MESS — CONFUSING AND UNENGAGING. I LIKED THE CHARACTER ARCS.,0
5108,Amazing film! The story was gripping and I was impressed. I liked the character arcs.,1
13481,Excellent production and the cast did a marvelous job.,1
4746,"Waste of time, not worth watching.",0
1605,I did not enjoy it; wouldn't recommend. The dialogues were sharp.,0
17396,I really enjoyed it; will watch again. The visual effects were impressive. Fantastic plot and wonderful performances.,1
16864,Poorly written and badly executed. The soundtrack was forgettable.,0
8214,Terrible film. The plot was weak and predictable. The pace felt slow. A masterpiece — compelling and heartwarming.,0
1093,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED.",1
13885,Weak plot and poor performances.,0
6312,Fantastic plot and wonderful performances. It had funny moments.,1
9013,I really enjoyed it; will watch again. A masterpiece — compelling and heartwarming.,1
352,Amazing film! The story was gripping and I was impressed. One of the worst movies I've seen. Disappointing.,1
14783,Weak plot and poor performances.,0
1531,"Entertaining, emotional and beautifully directed. The dialogues were sharp.",1
13592,"Great experience, highly recommend to everyone.",1
15216,I really enjoyed it; will watch again.,1
11541,"Great experience, highly recommend to everyone.",1
219,A mess — confusing and unengaging.,0
6814,Amazing film! The story was gripping and I was impressed. The cinematography was decent.,1
5358,Excellent production and the cast did a marvelous job.,1
15730,"Waste of time, not worth watching.",0
13044,"Entertaining, emotional and beautifully directed.",1
1454,Excellent production and the cast did a marvelous job. I liked the character arcs.,1
14933,FANTASTIC PLOT AND WONDERFUL PERFORMANCES. A mess — confusing and unengaging.,1
4741,Excellent production and the cast did a marvelous job. The script needed polishing.,1
2815,A frustrating and forgettable movie.,0
7887,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT!,1
4974,"Waste of time, not worth watching. Waste of time, not worth watching.",0
1183,A very satisfying cinematic experience. It missed emotional depth.,1
10036,A frustrating and forgettable movie.,0
3948,A frustrating and forgettable movie.,0
3190,One of the best movies I've seen this year. Brilliant!,1
14481,Fantastic plot and wonderful performances. It missed emotional depth. One of the worst movies I've seen. Disappointing.,1
19827,Terrible film. The plot was weak and predictable.,0
9624,FANTASTIC PLOT AND WONDERFUL PERFORMANCES. THE PACE FELT SLOW.,1
1007,Amazing film! The story was gripping and I was impressed.,1
2326,Weak plot and poor performances.,0
10646,"Entertaining, emotional and beautifully directed.",1
19524,"I LOVED THIS MOVIE, IT WAS FANTASTIC AND THE ACTING WAS SUPERB. THE VISUAL EFFECTS WERE IMPRESSIVE.",1
17726,Terrible film. The plot was weak and predictable.,0
5744,One of the best movies I've seen this year. Brilliant! The soundtrack was forgettable.,1
12681,I really enjoyed it; will watch again.,1
14584,A frustrating and forgettable movie. The script needed polishing.,0
19258,"Entertaining, emotional and beautifully directed. Weak plot and poor performances.",1
11882,A VERY SATISFYING CINEMATIC EXPERIENCE.,1
1028,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT! THE VISUAL EFFECTS WERE IMPRESSIVE.,1
4070,A mess — confusing and unengaging. The visual effects were impressive.,0
18573,"I loved this movie, it was fantastic and the acting was superb.",1
14653,"I hated this movie, it was boring and the acting was terrible. The pace felt slow.",0
6651,Weak plot and poor performances. The visual effects were impressive.,0
15784,"Waste of time, not worth watching. The visual effects were impressive.",0
17649,One of the best movies I've seen this year. Brilliant!,1
4623,Weak plot and poor performances. It missed emotional depth.,0
10386,"Waste of time, not worth watching.",0
13671,One of the worst movies I've seen. Disappointing.,0
14047,A mess — confusing and unengaging.,0
1963,"WASTE OF TIME, NOT WORTH WATCHING. Bad production and the cast seemed uninterested.",0
19875,Bad production and the cast seemed uninterested.,0
1600,"Entertaining, emotional and beautifully directed. The pace felt slow.",1
9676,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT!,1
10953,A masterpiece — compelling and heartwarm...ng.,1
4334,A masterpiece — compelling and heartwarming.,1
12100,A masterpiece — compelling and heartwarming. The pace felt slow.,1
6956,I really enjoyed it; will watch again. The visual effects were impressive.,1
18822,Amazing film! The story was gripping!and I was impressed.,1
8546,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT! IT HAD FUNNY MOMENTS.,1
15975,"I loved this movie, it was fantastic and the acting was superb.",1
13723,I did not enjoy it; wouldn't recommend.,0
696,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. THE CINEMATOGRAPHY WAS DECENT.",0
15631,Bad production and the cast seemed uninterested. The dialogues were sharp.,0
13590,I did not enjoy it; wouldn't recommend.,0
14522,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING.,0
19918,BAD PRODUCTION AND THE CAST SEEMED UNINTERESTED. THE CINEMATOGRAPHY WAS DECENT.,0
9771,Fantastic plot and wonderful performances. The pace felt slow. Weak plot and poor performances.,1
13378,I REALLY ENJOYED IT; WILL WATCH AGAIN. THE CINEMATOGRAPHY WAS DECENT. Amazing film! The story was gripping and I was impressed.,1
1035,"Waste of time, not worth watching. It had funny moments.",0
10843,Excellent production and the cast did a marvelous job.,1
16593,A very satisfying cinematic experience.,1
10422,Fantastic plot and wonderful performances.,1
10980,"Great experience, highly recommend to everyone.",1
2128,Terrible film. The plot was weak and predictable.,0
12188,AMAZING FILM! THE STORY WAS GRIPPING AND I ?AS IMPRESSED.,1
5971,A very satisfying cinematic experience.,1
13226,Excellent production and the cast did a marvelous job.,1
994,Amazing film! The story was gripping and I was impressed.,1
15085,"I loved this movie, ...t was fantastic and the acting was superb.",1
14846,Weak plot and poor performances. The script needed polishing.,0
14946,A very satisfying cinematic experience. The visual effects were impressive.,1
448,I really enjoyed it; will watch again.,1
17278,I did not enjoy it; wouldn't recommend.,0
5454,"Waste of time, not worth watching. I liked the character arcs.",0
3212,A very satisfying cinematic experience. Bad production and the cast seemed uninterested.,1
5562,Weak plot and poor performances.,0
18912,ONE OF THE BEST MOVIES I'VE SEEN THIS YEAR. BRILLIANT! THE SOUNDTRACK WAS FORGETTABLE.,1
3211,Weak plot and poor performances.,0
13814,"I hated this movie, it was boring and the acting was terrible. I liked the character arcs.",0
8967,A FRUSTRATING AND FORGETTABLE MOVIE.,0
17654,One of the best movies I've seen this year. Brilliant!,1
10650,Poorly written and badly executed.,0
19715,A frustrating and forgettable movie. It had funny moments.,0
3972,"Waste of time, not worth watching.",0
10808,"Fantastic plot and wonderful performances. Waste of time, not worth watching.",1
19545,One of the best movies I've seen this year. Brilliant! The script needed polishing.,1
11367,I did not enjoy it; wouldn't recommend.,0
3779,One of the worst movies I've seen. Disappointing.,0
13080,One of the worst movies I've seen. Disappointing. It had funny moments.,0
6353,Excellent production and the cast did a marvelous job. I liked the character arcs.,1
4008,Fantastic plot and wonderful performances. The dialogues were sharp.,1
3777,"I hated this movie, it !as boring and the acting was terrible. I liked the character arcs.",0
17148,"Waste of time, not worth watching.",0
14105,A masterpiece — compelling and heartwarming.,1
19146,I did not enjoy it; wouldn't recommend.,0
19184,"I loved this movie, it was fantastic and the acting was superb. The script needed polishing.",1
8427,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. THE DIALOGUES WERE SHARP.",0
4338,"I LOVED THIS MOVIE, IT WAS FANTASTIC AND THE ACTING WAS SUPERB. I LIKED THE CHARACTER ARCS. A very satisfying cinematic experience.",1
8118,"A VERY SATISFYING CINEMATIC EXPERIENCE. THE DIALOGUES WERE SHARP. Great experience, highly recommend to everyone.",1
7764,One of the best movies I've seen this year. Brilliant! The soundtrack was forgettable.,1
14013,Fantastic plot and wonderful performances.,1
13652,I DID NOT ENJOY IT; WOULDN'T RECOMMEND.,0
439,"I hated this movie, it was boring and the acting was terrible. The soundtrack was forgettable.",0
16534,I DID NOT ENJOY IT; WOULDN'T RECOMMEND. THE SCRIPT NEEDED POLISHING.,0
3270,"Great experience, highly recommend to everyone.",1
3753,A mess — confusing and unengaging.,0
9114,A frustrating and forgettable movie. The script needed polishing.,0
9441,"Fantastic plot and wonderful performances. I hated this movie, it was boring and the acting was terrible.",1
1740,Bad production and the cast seemed uninterested.,0
607,Bad production and the cast seemed uninterested. I liked the character arcs.,0
17086,A masterpiece — compelling and heartwarming.,1
12999,"Entertaining, emotional and beautifully directed. I liked the character arcs.",1
16973,Weak plot and poor performances.,0
18367,A frustrating and forgettable movie. The pace felt slow.,0
15684,Amazing film! The story was gripping and I was impressed. The visual effects were impressive.,1
11038,"Great experience, highly recommend to everyone.",1
5747,I did not enjoy it; wouldn't recommend.,0
11585,"Waste of time, not worth watching. The dialogues were sharp.",0
6271,A very satisfying cinematic experience.,1
8852,"I loved this movie, it was fantastic and the acting was superb. The visual effects were impressive.",1
18409,I really enjoyed it; will watch again.,1
6601,"I hated this movie, it was boring and the acting was terrible. Waste of time, not worth watching.",0
11379,Weak plot and poor performances.,0
17190,"Great experience, highly recommend to everyone. .he pace felt slow. One of the best movies I've seen this year. Brilliant!",1
11606,"Great experience, highly recommend to everyone. Excellent production and the cast did a marvelous job.",1
6910,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED. THE DIALOGUES WERE SHARP.",1
739,EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB.,1
1995,"I hated this movie, it w.s boring and the acting was terrible.",0
120,A masterpiece — compelling and heartwarming. The visual effects were impressive. I did not enjoy it; wouldn't recommend.,1
14927,Bad production and the cast seemed uninterested. The dialogues were sharp.,0
17610,"I LOVED THIS MOVIE, IT WAS FANTASTIC AND THE ACTING WAS SUPERB.",1
17437,Excellent production and the cast did a marvelous job.,1
18554,A masterpiece — compelling and heartwarming. The cinematography was decent.,1
7294,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED. Terrible film. The plot was weak and predictable.",1
3406,I really enjoyed it; will watch again.,1
10538,AMAZING FILM! THE STORY WAS GRIPPING AND I WAS IMPRESSED.,1
18467,Amazing film! The story was gripping and I was impressed.,1
8627,"I loved this movie, it was fantastic and the acting was superb. The cinematography was decent.",1
3482,Bad production and the cast seemed uninterested. The cinematography was decent.,0
17819,Bad production and the cast seemed uninterested. One of the best movies I've seen this year. Brilliant!,0
128,A FRUSTRATING AND FORGETTABLE MOVIE.,0
13427,I really enjoyed it; will watch again.,1
10611,Amazing film! The story was gripping and I was impressed.,1
15274,Bad production and the cast seemed uninterested.,0
19581,A very satisfying cinematic experience. It missed emotional depth.,1
19286,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. IT HAD FUNNY MOMENTS.",0
12823,I did not enjoy it; wouldn't recommend.,0
3074,"Great experience, highly recommend to everyone. Great experience, highly recommend to everyone.",1
2381,A very satisfying cinematic experience. I liked the character arcs.,1
2484,A VERY SATISFYING CINEMATIC EXPERIENCE. A masterpiece — compelling and heartwarming.,1
3462,One of the worst movies I've seen. Disappointing.,0
15232,ONE OF THE WORST MOVIES I'VE SEEN. DISAPPOINTING. IT HAD FUNNY MOMENTS.,0
7459,"I loved this movie, it was fantastic and the acting was superb.",1
15885,I did not enjoy it; wouldn't recommend.,0
6886,"Entertaining, emotional and beautifully directed. The pace felt slow.",1
15098,A masterpiece — compelling and heartwarming. The soundtrack was forgettable.,1
18685,A masterpiece — compelling and heartwarming.,1
14971,"Great experience, highly recommend to everyone.",1
804,"Entertaining, emotional and beautifully directed. The dialogues were sharp. Excellent production and the cast did a marvelous job.",1
475,TERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE. THE VISUAL EFFECTS WERE IMPRESSIVE.,0
8609,Terrible film. The plot was weak and predictable.,0
6483,One of the worst movies I've seen. Disappointing.,0
18288,I really enjoyed it; will watch again.,1
5558,"I hated this movie, it was boring and the acting was terrible. The script needed polishing.",0
13949,One of the worst movies I've seen. Disapp.inting. It missed emotional depth.,0
8892,"Great experience, highly recommend to everyone.",1
12522,"I hated this movie, it was boring and the act.ng was terrible.",0
4449,I did not enjoy it; wouldn't recommend.,0
485,Excellent production and the cast did a marvelous job.,1
10423,"Entertaining, emotional and beautifully directed.",1
19412,"Entertaining, emotional and beautifully directed.",1
14901,Fantastic plot and wonderful performances. It missed emotional depth. A frustrating and forgettable movie.,1
11227,Fantastic plot and wonderful performances. The soundtrack was forgettable.,1
19133,BAD PRODUCTION AND THE CAST SEEMED UNINTERESTED.,0
7921,"I loved this movie, it was fantastic and the acting was superb.",1
7912,"I loved this movie, it was fantastic and the acting was superb. One of the worst movies I've seen. Disappointing.",1
2767,A VERY SATISFYING CINEMATIC EXPERIENCE. IT MISSED EMOTIONAL DEPTH.,1
14866,Excellent production and the cast did a marvelous job.,1
16507,One of the best movies I've seen this year. Brilliant!,1
11689,Weak plot and poor performances. I liked the character arcs.,0
4038,"EXCELLENT PRODUCTION AND THE CAST DID A MARVELOUS JOB. I LIKED THE CHARACTER ARCS. I hated this movie, it was boring and the acting was terrible.",1
857,Bad production and the cast seemed uninterested.,0
16137,"I hated this movie, it was boring and the acting was terrible.",0
8831,Bad production and the cast seemed uninterested. It missed emotional depth.,0
8804,Amazing film! The story was gripping and I was impressed. The soundtrack was forgettable.,1
11839,A frustrating and forgettable movie. It had funny moments.,0
3827,A frustrating and forgettable movie. The visual effects were impressive.,0
18128,"Waste of time, not worth watching.",0
5996,One of the best movies I've seen this year. Brilliant!,1
504,I did not enjoy it; wouldn't recommend.,0
2960,"Great experience, highly recommend to everyone.",1
7989,A mess — confusing and unengaging. The pace felt slow. Amazing film! The story was gripping and I was impressed.,0
9641,"Great experience, highly recommend to everyone.",1
8110,A very satisfying cinematic experience. The script needed polishing.,1
5383,"Waste of time, not worth watching.",0
13952,I really enjoyed it; will watch again. The visual effects were impressive.,1
13139,Fantastic plot and wonderful performances.,1
17988,"I HATED THIS MOVIE, IT WAS BORING AND THE ACTING WAS TERRIBLE. THE SOUNDTRACK WAS FORGETTABLE.",0
13436,A masterpiece — compelling and heartwarming. It had funny moments.,1
7726,A frustrating and forgettable movie.,0
12034,Fantastic plot and wonderful performances.,1
8130,AMAZING FILM! THE STORY WAS GRIPPING AND I WAS IMPRE.SED.,1
12788,"Waste of time, not worth watching. The dialogues were sharp.",0
8293,Weak plot and poor performances!,0
18322,WEAK PLOT AND POOR PERFORMANCES. THE DIALOGUES WERE SHARP.,0
13061,"I hated this movie, it was boring and the acting was terrible.",0
3296,POORLY WRITTEN AND BADLY EXECUTED.,0
8958,!ERRIBLE FILM. THE PLOT WAS WEAK AND PREDICTABLE.,0
116,"I hated this movie, it was boring and the acting was terrible. A masterpiece — compelling and heartwarming.",0
5648,I really enjoyed it; will watch again. It missed emotional depth.,1
12625,"Waste of time, not worth watching.",0
14748,"ENTERTAINING, EMOTIONAL AND BEAUTIFULLY DIRECTED.",1
7182,"I loved this movie, it was fantastic and the acting was superb. I liked the character arcs. A very satisfying cinematic experience.",1
1711,A masterpiece — compelling and heartwarming.,1
15958,"I loved this movie, it was fantastic and the acting was superb.",1
5818,A masterpiece — compelling and heartwarming. It had funny moments.,1
15279,Poorly written and badly executed. The visual effects were impressive.,0
2481,A frustrating and forgettable movie. The pace felt slow.,0
10251,I really enjoyed it; will watch again. The cinematography was decent.,1
4033,A VERY SATISFYING CINEMATIC EX?ERIENCE.,1
13348,POORLY WRITTEN AND BADLY EXECUTED. THE DIALOGUES WERE SHARP.,0
